UniqueCount	AmbigCount
74	0
0	28
5	13
0	0
31	0
247	0
57	0
40	0
60	0
183	45
62	0
60	0
45	0
145	0
214	0
2	9
54	102
134	59
273	0
1145	0
92	0
1376	0
116	562
75	0
91	0
240	0
386	0
531	0
67	0
42	0
258	0
406	24
110	0
482	0
85	4
570	0
182	0
294	0
91	0
74	86
0	0
183	90
308	39
2	0
64	0
909	0
458	0
377	1
99	0
185	0
234	135
0	0
247	0
92	0
224	0
73	0
321	0
14	0
29	33
38	0
181	33
24	0
171	0
11	0
508	0
49	10
0	5
58	0
233	0
17	0
22	9
1738	142
214	0
148	0
99	0
85	0
2	4
135	0
53	0
46	0
11	0
95	0
70	0
1698	246
362	0
41	0
154	0
288	0
96	0
328	1337
111	0
66	12
103	0
932	26
61	0
20	0
2102	0
99	48
0	3
365	0
4	0
105	0
164	0
205	0
130	0
29	0
128	0
48	0
31	0
58	0
49	0
144	0
197	0
1455	1972
1	0
122	0
66	0
71	0
147	0
30	8
0	0
75	0
57	0
320	0
31	11
40	0
4	0
5	0
1834	0
84	0
23	0
0	8
68	0
110	0
30	0
139	2056
102	0
0	22
70	0
77	0
218	0
47	0
0	4734
89	0
29	0
71	0
124	10
108	0
132	0
1	0
197	20
26	14
47	0
19	418
481	0
123	0
7	0
59	0
135	0
1	0
84	0
425	0
65	0
49	0
114	0
9	12
908	0
171	0
30	418
33	0
194	0
0	5
86	0
54	0
348	100
90	0
132	0
72	0
315	0
0	0
197	0
11	67
0	5398
333	0
235	0
50	0
11	47
94	0
75	0
114	0
84	0
50	0
116	0
138	0
61	0
107	0
236	13
21	92
88	0
5	0
55	0
2	25
68	0
12	5
33	0
29	4775
2	0
63	0
134	84
13	2
0	0
104	0
48	0
62	39
64	0
209	0
1105	178
189	0
55	0
28	0
0	1020
127	0
100	0
0	0
117	0
1636	0
1	2
47	34
0	25
131	0
54	0
22	288
198	5
38	0
0	0
53	0
154	0
161	0
233	0
232	0
118	0
191	0
47	0
56	0
22	0
5	84
180	0
6	1
74	0
178	0
136	0
80	0
3	0
1	0
0	13
53	0
11	92
132	0
42	0
124	0
59	0
106	0
224	0
674	0
90	0
85	23
92	0
94	0
329	0
4	0
44	0
130	0
106	0
152	0
6	71
42	0
166	0
88	0
115	0
128	145
154	0
389	0
263	0
989	0
72	0
8	0
9	0
117	0
8	66
64	0
518	0
139	0
28	4
296	0
245	0
2	0
281	0
296	0
22	0
70	0
95	0
63	0
70	0
187	0
202	0
48	336
170	0
44	14
2	0
6	0
191	0
111	0
189	0
582	0
46	0
255	0
191	0
154	0
42	0
1	0
19	0
242	0
87	0
31	0
142	0
609	0
75	69
22	0
169	0
168	0
69	8
5	327
313	0
289	0
261	1622
75	0
3	0
152	0
44	24
64	0
65	0
153	0
73	0
56	0
450	0
1	0
165	0
55	0
515	0
0	1338
80	0
412	0
13	60
132	274
23	39
90	0
266	0
205	0
150	0
119	0
69	0
54	0
290	0
63	0
45	0
161	63
19	51
30	0
13	23
106	0
0	11
0	0
131	0
46	0
0	0
225	0
507	0
382	0
1613	901
25729	0
293	0
9	0
135	0
171	0
34	0
88	0
3	19
0	93
