UniqueCount	AmbigCount
28	0
0	23
2	5
0	0
12	0
115	0
28	0
9	0
7	0
115	17
20	0
27	0
12	0
87	0
107	0
3	3
21	83
163	59
234	0
542	0
23	0
721	0
57	434
27	1
31	0
94	0
487	0
258	0
30	0
10	0
77	0
169	19
40	0
198	0
62	2
351	0
172	0
181	0
38	0
32	31
1	0
59	43
200	29
0	0
23	0
345	0
242	0
135	0
39	0
96	0
114	56
0	0
123	0
45	0
62	0
20	0
181	0
4	0
24	19
20	0
59	8
10	0
61	0
1	0
175	0
21	7
1	2
18	0
91	0
6	0
12	0
1229	76
86	0
51	0
34	0
55	0
3	1
50	0
25	0
15	0
3	0
44	0
29	0
1112	145
89	0
28	0
56	0
94	0
52	0
183	774
61	0
43	7
28	0
442	26
39	0
28	0
612	0
80	28
0	0
139	0
1	0
38	0
64	0
100	0
28	0
10	0
46	0
7	0
14	0
28	0
27	0
65	0
40	0
904	1235
1	0
43	0
24	0
44	0
87	0
8	4
0	0
15	0
43	0
123	0
16	2
44	0
4	0
76	0
1012	0
46	0
6	0
0	2
19	0
70	0
0	0
114	1047
28	0
0	1
22	0
18	0
73	0
25	0
0	1714
54	0
6	0
30	0
39	14
39	0
47	0
1	0
52	6
11	3
17	0
9	151
270	0
44	0
3	0
17	0
66	0
1	0
35	0
588	0
35	0
15	0
22	0
2	7
434	0
69	0
46	610
4	0
84	0
1	8
33	0
86	0
116	49
45	0
110	0
15	0
266	0
0	0
80	0
2	28
0	2226
105	0
61	0
22	0
3	40
75	0
43	0
53	0
39	0
22	0
57	0
101	0
20	0
27	0
123	5
10	29
48	0
0	0
19	0
0	12
36	0
4	2
15	0
9	1863
1	0
19	0
25	27
6	1
0	0
50	0
25	0
14	13
38	0
129	0
652	107
84	0
16	0
6	0
0	326
45	0
35	0
1	0
66	0
974	0
0	0
19	16
1	16
54	0
36	0
7	159
81	5
17	0
0	0
22	0
74	0
59	0
105	0
90	0
40	0
161	0
19	0
20	0
7	0
5	51
73	0
3	0
30	0
60	0
64	0
41	0
2	0
0	0
0	5
10	0
0	22
65	0
19	0
54	0
13	0
39	0
88	0
353	0
36	0
30	7
36	0
37	0
138	0
0	0
17	0
67	0
48	0
126	0
